id,domain,topic,subtopic,template
ENG.2.1,Engineering: Core Engineering Disciplines,Mechanical Engineering,"Fluid Mechanics and Thermal Sciences: Fluid properties, flow analysis, heat transfer fundamentals, and thermodynamics",definition
ENG.2.1,Engineering: Core Engineering Disciplines,Mechanical Engineering,"Mechanical Design: Machine elements, mechanisms, and control systems",definition
ENG.2.1,Engineering: Core Engineering Disciplines,Mechanical Engineering,Manufacturing Processes and Techniques,definition
ENG.2.2,Engineering: Core Engineering Disciplines,Electrical and Electronic Engineering,"Circuit Analysis: DC and AC circuit fundamentals, network theorems",definition
ENG.2.2,Engineering: Core Engineering Disciplines,Electrical and Electronic Engineering,Power Systems and Energy Distribution,definition
ENG.2.2,Engineering: Core Engineering Disciplines,Electrical and Electronic Engineering,"Electromagnetism: Field theory, Maxwell’s equations, and transmission lines",definition
ENG.2.2,Engineering: Core Engineering Disciplines,Electrical and Electronic Engineering,"Digital Electronics and Signal Processing: Logic circuits, microcontrollers, and digital signal processing",definition
ENG.2.2,Engineering: Core Engineering Disciplines,Electrical and Electronic Engineering,"Control Systems: Feedback, stability, and industrial instrumentation",definition
ENG.2.3,Engineering: Core Engineering Disciplines,Civil and Structural Engineering,"Structural Analysis and Design: Load analysis, materials for construction, and structural safety",definition
ENG.2.3,Engineering: Core Engineering Disciplines,Civil and Structural Engineering,"Geotechnical Engineering: Soil mechanics, foundation design, and slope stability",definition
ENG.2.3,Engineering: Core Engineering Disciplines,Civil and Structural Engineering,"Water Resources and Environmental Engineering: Hydraulics, fluid systems, environmental impact, and sustainability",definition
ENG.2.3,Engineering: Core Engineering Disciplines,Civil and Structural Engineering,"Transportation and Construction Management: Infrastructure planning, project management, and construction methodologies",definition
ENG.2.3,Engineering: Core Engineering Disciplines,Civil and Structural Engineering,Urban Planning and Infrastructure Development,definition
ENG.2.4,Engineering: Core Engineering Disciplines,Chemical Engineering,"Process Engineering and Design: Mass and energy balances, process flow diagrams, and equipment design",definition
ENG.2.4,Engineering: Core Engineering Disciplines,Chemical Engineering,"Reaction Engineering: Kinetics, reactor design, and process optimization",definition
ENG.2.4,Engineering: Core Engineering Disciplines,Chemical Engineering,"Biochemical Engineering: Bioprocessing, Biotechnology, and Pharmaceutical Production",definition
ENG.2.4,Engineering: Core Engineering Disciplines,Chemical Engineering,"Separation Processes: Distillation, extraction, membrane technologies, and mass transfer",definition
ENG.2.4,Engineering: Core Engineering Disciplines,Chemical Engineering,"Thermodynamics and Process Control: Phase equilibria, process dynamics, and control strategies",definition
ENG.3.1,Engineering: Interdisciplinary and Emerging Fields,Systems and Mechatronics Engineering,"Integration of Mechanical, Electrical, and Software Systems",definition
ENG.3.1,Engineering: Interdisciplinary and Emerging Fields,Systems and Mechatronics Engineering,"Robotics, Automation, and Smart Sensors",definition
ENG.3.1,Engineering: Interdisciplinary and Emerging Fields,Systems and Mechatronics Engineering,Cyber-Physical Systems and Internet of Things (IoT) in Engineering,definition
ENG.3.1,Engineering: Interdisciplinary and Emerging Fields,Systems and Mechatronics Engineering,Artificial Intelligence in Engineering Systems,definition
ENG.3.2,Engineering: Interdisciplinary and Emerging Fields,Biomedical and Environmental Engineering,"Biomedical Engineering: Medical instrumentation, biomechanics, and tissue engineering",definition
ENG.3.2,Engineering: Interdisciplinary and Emerging Fields,Biomedical and Environmental Engineering,"Environmental Engineering: Pollution control, renewable energy systems, and sustainable design",definition
ENG.3.2,Engineering: Interdisciplinary and Emerging Fields,Biomedical and Environmental Engineering,Public Health Engineering,definition
ENG.3.3,Engineering: Interdisciplinary and Emerging Fields,Aerospace and Automotive Engineering,"Aerodynamics, Flight Mechanics, and Propulsion Systems",definition
ENG.3.3,Engineering: Interdisciplinary and Emerging Fields,Aerospace and Automotive Engineering,"Automotive Systems: Engine design, safety engineering, and hybrid technologies",definition
ENG.3.3,Engineering: Interdisciplinary and Emerging Fields,Aerospace and Automotive Engineering,Space Systems Engineering,definition
ENG.3.4,Engineering: Interdisciplinary and Emerging Fields,Nanotechnology and Advanced Materials,Properties and Applications of Nanomaterials,definition
ENG.3.4,Engineering: Interdisciplinary and Emerging Fields,Nanotechnology and Advanced Materials,"Advances in Composites, Smart Materials, and Surface Engineering",definition
ENG.4.1,"Engineering: Professional Practice, Management, and Ethics",Engineering Design and Project Management,Product and Process Design Methodologies,definition
ENG.4.1,"Engineering: Professional Practice, Management, and Ethics",Engineering Design and Project Management,"Project Planning, Scheduling, and Resource Management",definition
ENG.4.1,"Engineering: Professional Practice, Management, and Ethics",Engineering Design and Project Management,"Cost Analysis, Risk Management, and Quality Control",definition
ENG.4.2,"Engineering: Professional Practice, Management, and Ethics","Ethics, Sustainability, and Legal Considerations",Professional and Ethical Responsibilities in Engineering,definition
ENG.4.2,"Engineering: Professional Practice, Management, and Ethics","Ethics, Sustainability, and Legal Considerations",Sustainability in Engineering Design and Practice,definition
ENG.4.2,"Engineering: Professional Practice, Management, and Ethics","Ethics, Sustainability, and Legal Considerations","Regulatory Standards, Intellectual Property, and Contract Law",definition
ENG.4.3,"Engineering: Professional Practice, Management, and Ethics",Communication and Collaboration,"Technical Communication: Documentation, presentations, and reports",definition
ENG.4.3,"Engineering: Professional Practice, Management, and Ethics",Communication and Collaboration,Teamwork and Interdisciplinary Collaboration,definition
ENG.4.3,"Engineering: Professional Practice, Management, and Ethics",Communication and Collaboration,Leadership and Professional Development in Engineering,definition
BUS.1.1,"Business, Management & Economics: Foundations & Basic Concepts","Introduction to Business, Management & Economics","Definitions and Scope of Business, Management, and Economics",definition
BUS.1.1,"Business, Management & Economics: Foundations & Basic Concepts","Introduction to Business, Management & Economics","What is Business? Value creation, profit, entrepreneurship",definition
BUS.1.1,"Business, Management & Economics: Foundations & Basic Concepts","Introduction to Business, Management & Economics","Management fundamentals: planning, organizing, leading, controlling",definition
BUS.1.1,"Business, Management & Economics: Foundations & Basic Concepts","Introduction to Business, Management & Economics","Economics in everyday life: scarcity, resource allocation, markets",definition
BUS.1.1,"Business, Management & Economics: Foundations & Basic Concepts","Introduction to Business, Management & Economics",Evolution of business organizations from barter to global enterprises,definition
BUS.1.1,"Business, Management & Economics: Foundations & Basic Concepts","Introduction to Business, Management & Economics","Development of economic thought: classical, Keynesian, behavioral",definition
BUS.1.1,"Business, Management & Economics: Foundations & Basic Concepts","Introduction to Business, Management & Economics",The changing role of management and technology in business,definition
BUS.1.2,"Business, Management & Economics: Foundations & Basic Concepts",Basic Economic Principles,"Microeconomics: Supply and demand, market equilibrium, elasticity; Consumer behavior, production theory, cost structures",definition
BUS.1.2,"Business, Management & Economics: Foundations & Basic Concepts",Basic Economic Principles,"Macroeconomics: National income, GDP, inflation, unemployment; Fiscal and monetary policy fundamentals",definition
BUS.1.2,"Business, Management & Economics: Foundations & Basic Concepts",Basic Economic Principles,"Economic Systems: Comparison of capitalism, socialism, and mixed economies; Globalization and international trade basics",definition
BUS.1.2,"Business, Management & Economics: Foundations & Basic Concepts",Basic Economic Principles,Foundational Theories: Basic game theory and decision models in economics; Introduction to behavioral economics and bounded rationality,definition
BUS.1.2,"Business, Management & Economics: Foundations & Basic Concepts",Basic Economic Principles,"Market Failures and Government Intervention: Types of market failures (monopoly, asymmetric information, incomplete markets); Government tools (taxes, subsidies, regulation, antitrust laws); Examples of intervention in financial markets, healthcare, education",definition
BUS.1.2,"Business, Management & Economics: Foundations & Basic Concepts",Basic Economic Principles,"Externalities and Public Goods: Positive and negative externalities and their impact; Internalizing externalities through Pigouvian taxes, cap-and-trade systems, subsidies; Characteristics of public goods; Free-rider problem and policy solutions",definition
BUS.1.3,"Business, Management & Economics: Foundations & Basic Concepts",Business Fundamentals,"Business Environment & Structure: Organizational functions (marketing, finance, operations, human resources); Types of business organizations (sole proprietorships, partnerships, corporations); Stakeholder theory: shareholders versus stakeholder value",definition
BUS.1.3,"Business, Management & Economics: Foundations & Basic Concepts",Business Fundamentals,"Core Business Skills: Business communication, negotiation, professional writing; Introduction to business ethics and corporate social responsibility; Basic financial literacy including reading financial statements, budgeting, cost management; Time Value of Money and interest concepts",definition
BUS.2.1,"Business, Management & Economics: Intermediate Business Management & Strategy",Organizational Behavior & Structure,"Theories of organization and organizational structures: hierarchical, matrix, flat, and agile models; Leadership styles, team dynamics, and corporate culture",definition
BUS.2.1,"Business, Management & Economics: Intermediate Business Management & Strategy",Organizational Behavior & Structure,"Management Processes: Decision-making frameworks, strategic planning, change management, and conflict resolution techniques",definition
BUS.2.2,"Business, Management & Economics: Intermediate Business Management & Strategy",Strategic Management,"Competitive Strategy: Frameworks such as Porter’s Five Forces, SWOT analysis, PESTLE analysis; Business positioning, differentiation, and cost leadership strategies",definition
BUS.2.2,"Business, Management & Economics: Intermediate Business Management & Strategy",Strategic Management,"Corporate Strategy: Portfolio management, diversification, strategic alliances; Global strategy and competitive dynamics in international markets",definition
BUS.2.2,"Business, Management & Economics: Intermediate Business Management & Strategy",Strategic Management,Implementation & Performance Measurement: Balanced scorecard and key performance indicators (KPIs); Strategic control systems and performance analytics,definition
BUS.2.3,"Business, Management & Economics: Intermediate Business Management & Strategy",Marketing Management,"Fundamentals of Marketing: Market segmentation, targeting, positioning; The marketing mix (4Ps: product, price, promotion, place)",definition
BUS.2.3,"Business, Management & Economics: Intermediate Business Management & Strategy",Marketing Management,"Digital & Social Media Marketing: Online advertising, search engine optimization, content marketing; Customer relationship management (CRM) and brand management",definition
BUS.2.3,"Business, Management & Economics: Intermediate Business Management & Strategy",Marketing Management,"Sales Strategies: Personal selling, sales force management, negotiation tactics",definition
BUS.2.4,"Business, Management & Economics: Intermediate Business Management & Strategy",Operations Management,"Process & Supply Chain Management: Lean management, Six Sigma, quality control; Inventory management, logistics, distribution strategies",definition
BUS.2.4,"Business, Management & Economics: Intermediate Business Management & Strategy",Operations Management,Project Management Fundamentals,definition
BUS.2.4,"Business, Management & Economics: Intermediate Business Management & Strategy",Operations Management,Sustainability in Supply Chains,definition
BUS.2.4,"Business, Management & Economics: Intermediate Business Management & Strategy",Operations Management,"Innovation in Operations: Process reengineering, automation, systems optimization; Integration of technology and operations (e.g., ERP systems)",definition
BUS.2.5,"Business, Management & Economics: Intermediate Business Management & Strategy",Finance & Accounting (Intermediate),"Financial Accounting Basics: Recording transactions, understanding financial statements; Cost accounting, budgeting, variance analysis",definition
BUS.2.5,"Business, Management & Economics: Intermediate Business Management & Strategy",Finance & Accounting (Intermediate),"Managerial Accounting & Finance: Capital budgeting, forecasting, cash flow management; Investment appraisal techniques and risk management",definition
BUS.2.5,"Business, Management & Economics: Intermediate Business Management & Strategy",Finance & Accounting (Intermediate),Working Capital Management and Liquidity Planning,definition
BUS.2.5,"Business, Management & Economics: Intermediate Business Management & Strategy",Finance & Accounting (Intermediate),Ethical Financial Reporting and Transparency,definition
BUS.3.1,"Business, Management & Economics: Advanced Topics & Specialized Areas",Advanced Corporate Finance and Investments,"Corporate Financial Management: Capital structure decisions, dividend policy, valuation methods; Financial markets, instruments, and corporate governance",definition
BUS.3.1,"Business, Management & Economics: Advanced Topics & Specialized Areas",Advanced Corporate Finance and Investments,"Investment Strategies: Portfolio management, asset allocation, risk-return tradeoffs; Behavioral finance including market anomalies and investor psychology",definition
BUS.3.2,"Business, Management & Economics: Advanced Topics & Specialized Areas",Game Theory and Strategic Interactions,"Fundamentals of Game Theory: Key concepts such as Nash equilibrium, dominant strategies, Pareto efficiency; Applications in competitive strategy and negotiation",definition
BUS.3.2,"Business, Management & Economics: Advanced Topics & Specialized Areas",Game Theory and Strategic Interactions,"Advanced Strategic Models: Cooperative games, bargaining theory, mechanism design; Case studies on strategic decision-making in oligopolistic markets",definition
BUS.3.3,"Business, Management & Economics: Advanced Topics & Specialized Areas",Advanced Management and Leadership,"Leadership Theories: Transformational and transactional leadership, emotional intelligence; Crisis management and organizational resilience",definition
BUS.3.3,"Business, Management & Economics: Advanced Topics & Specialized Areas",Advanced Management and Leadership,"Corporate Governance & Ethics: Board structures, stakeholder accountability, regulatory frameworks; Ethics in decision-making and sustainability practices",definition
BUS.3.3,"Business, Management & Economics: Advanced Topics & Specialized Areas",Advanced Management and Leadership,"Innovation and Change Management: Strategies for fostering innovation and entrepreneurship; Design thinking, agile methodologies, and risk management in dynamic environments",definition
BUS.3.4,"Business, Management & Economics: Advanced Topics & Specialized Areas",International Economics & Global Business,"International Trade & Finance: Comparative advantage, trade policies, globalization impacts; Exchange rates, balance of payments, and multinational corporations",definition
BUS.3.4,"Business, Management & Economics: Advanced Topics & Specialized Areas",International Economics & Global Business,"Economic Development & Emerging Markets: Issues of economic growth, income inequality, sustainable development; Regional integration and global economic policy trends",definition
BUS.3.5,"Business, Management & Economics: Advanced Topics & Specialized Areas",Data Analytics and Decision Science in Business,"Business Intelligence: Data collection, warehousing, dashboard analytics; Descriptive, predictive, and prescriptive analytics techniques",definition
BUS.3.5,"Business, Management & Economics: Advanced Topics & Specialized Areas",Data Analytics and Decision Science in Business,"Statistical and Econometric Modeling: Regression analysis, forecasting, simulation models; Decision-making under uncertainty and risk analysis",definition
BUS.3.6,"Business, Management & Economics: Advanced Topics & Specialized Areas",Behavioral Economics and Consumer Psychology,"Behavioral Insights: Cognitive biases, heuristics, and decision-making anomalies",definition
BUS.3.6,"Business, Management & Economics: Advanced Topics & Specialized Areas",Behavioral Economics and Consumer Psychology,"Applying psychology to marketing, management, and policy design",definition
BUS.3.6,"Business, Management & Economics: Advanced Topics & Specialized Areas",Behavioral Economics and Consumer Psychology,"Experimental Economics: Laboratory and field experiments in consumer behavior and market dynamics; Case studies exploring the intersection of behavior, economics, and management",definition
BUS.3.7,"Business, Management & Economics: Advanced Topics & Specialized Areas","Innovation, Entrepreneurship, and Emerging Technologies","Entrepreneurship Fundamentals: Business model innovation, startup ecosystems, venture capital; Lean startup methodology and rapid prototyping",definition
BUS.3.7,"Business, Management & Economics: Advanced Topics & Specialized Areas","Innovation, Entrepreneurship, and Emerging Technologies","Technology and Digital Transformation: Disruptive innovations such as AI, blockchain, IoT; Impact on traditional industries, business process reengineering, and strategic pivots",definition
BUS.3.8,"Business, Management & Economics: Advanced Topics & Specialized Areas",Organizational Innovation & Knowledge Management,"Knowledge Creation, Sharing, and Organizational Learning: Learning organizations, knowledge management systems, continuous improvement; Tacit versus explicit knowledge, organizational memory",definition
BUS.3.8,"Business, Management & Economics: Advanced Topics & Specialized Areas",Organizational Innovation & Knowledge Management,"Intellectual Capital and Strategic R&D: Human, structural, and relational capital as drivers of value; Strategic alignment of research and innovation investments",definition
BUS.3.8,"Business, Management & Economics: Advanced Topics & Specialized Areas",Organizational Innovation & Knowledge Management,"Intrapreneurship and Technology Transfer: Encouraging innovation within firms and managing internal ventures; Transferring research from lab to market via licensing, spin-offs, and partnerships",definition
BUS.4.1,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Practical Applications and Case Studies,"Real-world Business Simulations: Business case competitions, role-playing, scenario planning; Live projects and internship experiences; Integrated case analyses",definition
BUS.4.1,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Practical Applications and Case Studies,"Comprehensive case studies from different sectors (tech, finance, manufacturing)",definition
BUS.4.1,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Practical Applications and Case Studies,Analysis of failed and successful business strategies,definition
BUS.4.2,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Research Methods in Business and Economics,"Quantitative Research: Survey design, statistical analysis, econometrics; Data visualization and interpretation",definition
BUS.4.2,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Research Methods in Business and Economics,"Qualitative Research: Interviews, focus groups, content analysis, ethnography",definition
BUS.4.2,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Research Methods in Business and Economics,Mixed-methods research to capture complex business phenomena,definition
BUS.4.3,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Professional Development and Ethical Leadership,"Management Training and Leadership Development: Executive coaching, mentorship programs, professional certifications",definition
BUS.4.3,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Professional Development and Ethical Leadership,"Workshops on ethical dilemmas, diversity, and corporate responsibility",definition
BUS.4.3,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Professional Development and Ethical Leadership,"Legal, Regulatory, and Social Implications: Intellectual property rights, trade regulations, compliance; Evolving landscape of digital rights, data privacy, sustainability",definition
BUS.4.4,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Future Trends and Global Perspectives,"Technological Disruption: Automation, robotics, digital transformation in business; Cybersecurity, fintech, and the evolving nature of work",definition
BUS.4.4,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Future Trends and Global Perspectives,"Globalization and Regional Integration: Impact of global crises, trade wars, geopolitical shifts; Sustainability, green business practices, corporate social responsibility",definition
BUS.4.4,"Business, Management & Economics: Professional Practice, Research, and Emerging Trends",Future Trends and Global Perspectives,"Emerging Markets and New Business Models: Digital startups, platform economies, agile business frameworks; Innovations in supply chain management, remote collaboration, virtual teams",definition
PHIL.1.1,Philosophy & Critical Thinking: Foundations of Philosophy & Critical Thinking,Introduction to Philosophy,"What is Philosophy? Definition, scope, and the pursuit of wisdom",definition
PHIL.1.1,Philosophy & Critical Thinking: Foundations of Philosophy & Critical Thinking,Introduction to Philosophy,"Overview of the main branches: Metaphysics, Epistemology, Ethics, Logic, Aesthetics, Political Philosophy",definition
PHIL.1.1,Philosophy & Critical Thinking: Foundations of Philosophy & Critical Thinking,Introduction to Philosophy,What is Critical Thinking and how philosophical inquiry encourages deep analysis and skepticism,definition
PHIL.1.1,Philosophy & Critical Thinking: Foundations of Philosophy & Critical Thinking,Introduction to Philosophy,The importance of questioning assumptions,definition
PHIL.1.2,Philosophy & Critical Thinking: Foundations of Philosophy & Critical Thinking,Historical and Cultural Perspectives,"A Brief History of Philosophical Thought: Ancient origins (Pre-Socratic, Socrates, Plato, Aristotle); Medieval, modern, and contemporary movements",definition
PHIL.1.2,Philosophy & Critical Thinking: Foundations of Philosophy & Critical Thinking,Historical and Cultural Perspectives,The Evolution of Critical Thinking: From classical rhetoric to modern logical theory; Influential figures and texts that shaped analytical thought,definition
PHIL.1.3,Philosophy & Critical Thinking: Foundations of Philosophy & Critical Thinking,Introduction to Argumentation and Logic,"Basic Principles of Logical Reasoning: Definitions of argument, premises, conclusions; Distinguishing between deductive and inductive reasoning",definition
PHIL.1.3,Philosophy & Critical Thinking: Foundations of Philosophy & Critical Thinking,Introduction to Argumentation and Logic,Common Logical Fallacies: Identifying and avoiding errors in reasoning; Examples of fallacies in everyday arguments,definition
PHIL.2.1,Philosophy & Critical Thinking: Core Tools of Critical Thinking,Formal Logic,"Propositional Logic: Logical connectives, truth tables, validity; Simple and compound propositions",definition
PHIL.2.1,Philosophy & Critical Thinking: Core Tools of Critical Thinking,Formal Logic,"Predicate Logic: Quantifiers, predicates, logical relations; Formal proofs and symbolic representation",definition
PHIL.2.2,Philosophy & Critical Thinking: Core Tools of Critical Thinking,Informal Logic and Rhetoric,Evaluating and Constructing Arguments: Criteria for sound and cogent arguments; Recognizing bias and rhetoric in persuasive writing,definition
PHIL.2.2,Philosophy & Critical Thinking: Core Tools of Critical Thinking,Informal Logic and Rhetoric,Critical Analysis Techniques: Strategies for analyzing texts and speeches; Socratic questioning and dialectical methods,definition
PHIL.2.3,Philosophy & Critical Thinking: Core Tools of Critical Thinking,Analytical Thinking and Reasoning Strategies,Problem-Solving Methods: Breaking down complex problems into manageable parts; Applying structured approaches to decision-making,definition
PHIL.2.3,Philosophy & Critical Thinking: Core Tools of Critical Thinking,Analytical Thinking and Reasoning Strategies,"Techniques for Reflection and Self-Assessment: Metacognition, journaling, and reflective writing as tools for critical growth",definition
PHIL.3.1,Philosophy & Critical Thinking: Major Branches of Philosophy,Metaphysics and Ontology,"The Nature of Reality: Fundamental questions about what is real and what exists; Topics such as substance, causality, time, and space",definition
PHIL.3.1,Philosophy & Critical Thinking: Major Branches of Philosophy,Metaphysics and Ontology,Theories of Existence: Dualism vs. monism; Materialism vs. idealism,definition
PHIL.3.2,Philosophy & Critical Thinking: Major Branches of Philosophy,Epistemology,"Theories of Knowledge: What is knowledge? Justified true belief and beyond; Skepticism, empiricism, rationalism",definition
PHIL.3.2,Philosophy & Critical Thinking: Major Branches of Philosophy,Epistemology,"Sources and Limits of Knowledge: Perception, reason, intuition; The problem of induction and the role of evidence",definition
PHIL.3.3,Philosophy & Critical Thinking: Major Branches of Philosophy,Ethics and Moral Philosophy,"Normative Ethics: Major theories such as consequentialism, deontology, virtue ethics; Criteria for moral judgment and decision-making",definition
PHIL.3.3,Philosophy & Critical Thinking: Major Branches of Philosophy,Ethics and Moral Philosophy,"Meta-Ethics and Applied Ethics: Analyzing the nature of moral language and concepts; Case studies in bioethics, business ethics, and environmental ethics",definition
PHIL.3.4,Philosophy & Critical Thinking: Major Branches of Philosophy,Political and Social Philosophy,"Theories of Justice and Power: Social contract theory, utilitarianism, libertarianism; Rights, responsibilities, and the role of government",definition
PHIL.3.4,Philosophy & Critical Thinking: Major Branches of Philosophy,Political and Social Philosophy,"Critical Perspectives: Feminist, Marxist, and postcolonial critiques; The interplay between societal structures and individual freedom",definition
PHIL.3.5,Philosophy & Critical Thinking: Major Branches of Philosophy,Aesthetics and Philosophy of Art,"The Nature of Beauty and Art: Definitions of beauty, the sublime, and taste; The role of interpretation and cultural context in art",definition
PHIL.3.6,Philosophy & Critical Thinking: Major Branches of Philosophy,Logic and Philosophy of Language,Symbolic and Analytical Methods: How language shapes thought and argumentation,definition
PHIL.3.6,Philosophy & Critical Thinking: Major Branches of Philosophy,Logic and Philosophy of Language,"Theories of meaning, reference, and truth; Contemporary debates in analytic philosophy concerning mind, language, and the limits of representation",definition
PHIL.4.1,Philosophy & Critical Thinking: Advanced Topics & Interdisciplinary Areas,Continental Philosophy and Critical Theory,"Key Movements and Thinkers: Phenomenology, existentialism, post-structuralism; Influence of thinkers like Heidegger, Sartre, Foucault, and Derrida",definition
PHIL.4.1,Philosophy & Critical Thinking: Advanced Topics & Interdisciplinary Areas,Continental Philosophy and Critical Theory,Social Critique and Power Structures: Critical theory applied to social institutions and culture,definition
PHIL.4.2,Philosophy & Critical Thinking: Advanced Topics & Interdisciplinary Areas,Philosophy of Mind and Cognitive Science,"Consciousness and Personal Identity: The mind-body problem, intentionality, mental states; Intersections with psychology and neuroscience",definition
PHIL.4.2,Philosophy & Critical Thinking: Advanced Topics & Interdisciplinary Areas,Philosophy of Mind and Cognitive Science,Artificial Intelligence and Ethics: Challenges and promises of machine intelligence; Ethical considerations in technology and algorithmic decision-making,definition
PHIL.4.3,Philosophy & Critical Thinking: Advanced Topics & Interdisciplinary Areas,Global and Comparative Philosophy,"Eastern Philosophies and Non-Western Thought: Key ideas from Indian, Chinese, African, and Indigenous philosophies",definition
PHIL.4.3,Philosophy & Critical Thinking: Advanced Topics & Interdisciplinary Areas,Global and Comparative Philosophy,Comparative studies to broaden the scope beyond Western canonical texts,definition
PHIL.4.4,Philosophy & Critical Thinking: Advanced Topics & Interdisciplinary Areas,Advanced Critical Thinking in Real-World Contexts,"Applying Philosophical Analysis to Contemporary Issues: Case studies in politics, technology, and society; Debates on ethics in emerging fields like bioengineering and digital privacy",definition
PHIL.4.4,Philosophy & Critical Thinking: Advanced Topics & Interdisciplinary Areas,Advanced Critical Thinking in Real-World Contexts,"Developing Intellectual Virtues: Fostering humility, perseverance, and open-mindedness; Practical strategies for lifelong learning and self-improvement",definition
PHIL.5.1,"Philosophy & Critical Thinking: Methods, Research, and Practical Application",Research Methodologies in Philosophy,"Qualitative vs. Quantitative Approaches in Humanities: Interpreting texts, using hermeneutics, and discourse analysis; Engaging with academic literature and primary sources",definition
PHIL.5.1,"Philosophy & Critical Thinking: Methods, Research, and Practical Application",Research Methodologies in Philosophy,"Writing and Argument Construction: Structuring essays and research papers; Peer review, constructive criticism, and revision strategies",definition
PHIL.5.2,"Philosophy & Critical Thinking: Methods, Research, and Practical Application",Critical Thinking Workshops and Collaborative Learning,"Group Discussions, Debates, and Socratic Seminars: Real-time analysis of complex texts and ethical dilemmas; Practicing respectful disagreement and consensus-building",definition
PHIL.5.2,"Philosophy & Critical Thinking: Methods, Research, and Practical Application",Critical Thinking Workshops and Collaborative Learning,Case Studies and Problem-Solving Sessions: Applying philosophical frameworks to analyze modern dilemmas; Using role-play and simulation to test theoretical insights,definition
PHIL.5.3,"Philosophy & Critical Thinking: Methods, Research, and Practical Application",Technology and Philosophy,"Digital Tools for Philosophy: Online courses, discussion forums, and interactive learning platforms; Digital humanities projects that use data visualization to map philosophical ideas",definition
PHIL.6.1,Philosophy & Critical Thinking: Professional and Personal Development,Philosophical Inquiry in Daily Life,Using Critical Thinking for Personal Decision-Making: Evaluating everyday arguments and media literacy; Developing a habit of reflective thought and inquiry,definition
PHIL.6.2,Philosophy & Critical Thinking: Professional and Personal Development,Ethical Leadership and Social Responsibility,"Building a Framework for Ethical Decision-Making in Professional Life: Case studies in business, politics, and education; Promoting rational discourse in community and public spheres; Techniques for managing conflicts and fostering inclusive dialogue",definition
PHIL.6.3,Philosophy & Critical Thinking: Professional and Personal Development,Continual Learning and Self-Reflection,"Establishing a Personal Philosophy: Journaling, mentorship, and lifelong learning practices; Developing a personal framework for ethical and rational living",definition
HIST.1.1,History: Foundations and Methodologies,Introduction to History,"Definition, scope, and the purpose of studying history",definition
HIST.1.1,History: Foundations and Methodologies,Introduction to History,"Overview of historical inquiry: events, trends, and processes",definition
HIST.1.1,History: Foundations and Methodologies,Introduction to History,The distinction between history and other disciplines such as archaeology and anthropology,definition
HIST.1.2,History: Foundations and Methodologies,Historiography and Theoretical Frameworks,The Evolution of Historical Writing,definition
HIST.1.2,History: Foundations and Methodologies,Historiography and Theoretical Frameworks,"Major historiographical schools: Marxist, Annales, postmodern, feminist",definition
HIST.1.2,History: Foundations and Methodologies,Historiography and Theoretical Frameworks,"Key debates: objectivity vs. interpretation, presentism, revisionism",definition
HIST.1.2,History: Foundations and Methodologies,Historiography and Theoretical Frameworks,"Theoretical Approaches: Social, economic, cultural, political, and intellectual history frameworks; Comparative history and global perspectives",definition
HIST.1.3,History: Foundations and Methodologies,Research Methods and Sources,Primary vs. Secondary Sources,definition
HIST.1.3,History: Foundations and Methodologies,Research Methods and Sources,"Types of primary sources: Written records, artifacts, oral history, digital archives",definition
HIST.1.3,History: Foundations and Methodologies,Research Methods and Sources,"Evaluating sources for bias, authenticity, and reliability",definition
HIST.1.3,History: Foundations and Methodologies,Research Methods and Sources,"Research Techniques: Archival research, fieldwork, and interdisciplinary methods",definition
HIST.1.3,History: Foundations and Methodologies,Research Methods and Sources,Digital history and the use of technology in historical research,definition
HIST.1.4,History: Foundations and Methodologies,Philosophy of History,"The Nature of Historical Interpretation: Causation, contingency, and determinism in historical narratives",definition
HIST.1.4,History: Foundations and Methodologies,Philosophy of History,The debate over history as science or art,definition
HIST.1.4,History: Foundations and Methodologies,Philosophy of History,Historical Truth and Meaning: Narrative construction and the problem of objectivity,definition
HIST.1.4,History: Foundations and Methodologies,Philosophy of History,The role of historians in shaping historical understanding,definition
HIST.2.1,History: Prehistory and Ancient History,Prehistory,The Origins of Humanity,definition
HIST.2.1,History: Prehistory and Ancient History,Prehistory,Early hominids and the development of tool use,definition
HIST.2.1,History: Prehistory and Ancient History,Prehistory,The emergence of language and culture,definition
HIST.2.1,History: Prehistory and Ancient History,Prehistory,The Neolithic Revolution,definition
HIST.2.1,History: Prehistory and Ancient History,Prehistory,The transition from hunter-gatherer societies to agriculture,definition
HIST.2.1,History: Prehistory and Ancient History,Prehistory,Early settlements and the beginnings of social organization,definition
